sku,title,category,unitPrice,costPrice
PL-0502,ORD FLUTE,Other,300,0
PL-0503,YAMAHA DESCANT,Other,2500,0
PL-0504,ART & CRAFT KIT,Other,10000,0
PL-0505,HOME SCIENCE KIT,Other,10000,0
PL-0506,CBC PIANO 67 KEYS,Other,6000,0
PL-0507,CBC PIANO 37 KEYS,Other,4000,0
PL-0508,YAMAHA PSR PIANO,Other,50000,0
PL-0509,SMALL CBC GUITAR,Other,2000,0
PL-0510,KAYAMBA MEDIUM,Other,2000,0
PL-0511,KAYAMBA BIG,Other,3000,0
PL-0512,BLUETOOTH SPEAKER,Other,3500,0
PL-0513,SUB WOOFER,Other,15000,0
PL-0514,STAND,Other,6000,0
PL-0515,ISUKUTI SET,Other,25000,0
PL-0516,LAB TABLE,Other,15000,0
PL-0517,EXECUTIVE TABLE,Other,35000,0
PL-0518,PLASTIC TABLE,Other,5000,0
PL-0519,WOODEN TABLE,Other,7800,0
PL-0520,DRAWS,Other,11000,0
PL-0521,MAHOGANY TABLE,Other,35000,0
PL-0522,LAB TABLES WITH SINK,Other,25000,0
PL-0523,EXEC CHAIR FIXED,Other,15000,0
PL-0524,EXEC CHAIR ROTATING,Other,15000,0
PL-0525,WOODEN CHAIR,Other,2500,0
PL-0526,CONFERENCE CHAIR,Other,5700,0
PL-0527,OFFICE STEEL CHAIR,Other,4500,0
PL-0528,PLASTIC CHAIR,Other,1000,0
PL-0529,PLASTIC CHAIR HEAVY,Other,1500,0
PL-0530,4 LOCKER,Other,28000,0
PL-0531,9LOCKER,Other,43000,0
PL-0532,SAFETY LOCK,Lab Equipment,42000,0
PL-0533,METALLIC,Other,3000,0
PL-0534,METALLIC LOCKER SET,Other,5000,0
PL-0535,WATER,Other,7000,0
PL-0536,POWDER,Other,8000,0
PL-0537,CARBON,Other,12000,0
PL-0538,3000L,Other,35000,0
PL-0539,5000L,Other,60000,0
PL-0540,10000,Other,100000,0
PL-0541,Sand bucket,Other,2500,0
PL-0542,PRESIDENT PORTRAIT,Other,2000,0
PL-0543,BLACKBOARD PAINT,Other,2500,0
PL-0544,PAINTING BRUSH,Other,600,0
PL-0545,TURPENTINE 500ML,Stationery,600,0
PL-0546,FRYING PAN ORD,Other,950,0
PL-0547,FRYING PAN NON STICK,Other,1700,0
PL-0548,CHAPATI PAN,Other,1500,0
PL-0549,COOKING STICK,Other,100,0
PL-0550,KITCHEN KNIFE,Other,200,0
PL-0551,BUTCHER'S KNIFE,Other,700,0
PL-0552,BREAD KNIFE,Other,200,0
PL-0553,KITCHEN TOWELS,Other,300,0
PL-0554,HAND TOWELS,Other,200,0
PL-0555,FACE TOWEL,Other,100,0
PL-0556,WOODEN SPOON,Other,200,0
PL-0557,SERVING SPOON,Other,200,0
PL-0558,TABLE SPOON DOZ,Other,360,0
PL-0559,TEA SPOON DOZ,Other,250,0
PL-0560,CUTLERY SET(24PCS),Other,2000,0
PL-0561,CUTLERY STAINLESS,Other,5000,0
PL-0562,GAS BURNER,Other,4500,0
PL-0563,20L,Other,10000,0
PL-0564,9.5L,Other,4500,0
PL-0565,5L,Other,3500,0
PL-0566,15L,Other,20000,0
PL-0567,REFEREE CARDS,Other,1850,0
PL-0568,REFEREE WHISTLE,Other,800,0
PL-0569,FOOTBALL,Other,3500,0
PL-0570,BASKETBALL,Other,3500,0
PL-0571,NETBALL,Other,4000,0
PL-0572,VOLLEYBALL,Other,3500,0
PL-0573,HANDBALL,Other,5000,0
PL-0574,FOOBALL,Other,6000,0
PL-0575,RUGBY,Other,6000,0
PL-0576,TENNISBALL,Other,500,0
PL-0577,HOCKEY BALL,Other,1200,0
PL-0578,HOCKEY STICKS,Other,2500,0
PL-0579,SKIPPING ROPE,Other,400,0
PL-0580,JAVELIN,Other,6500,0
PL-0581,DISCUSS,Other,6500,0
PL-0582,FRISBEE BIG,Other,1500,0
PL-0583,FRISBEE SMALL,Other,1000,0
PL-0584,FOOTBALL BOOTS,Other,5000,0
PL-0585,RELAY BATTON SET,Other,5000,0
PL-0586,RACKETS,Other,2500,0
PL-0587,SOLID,Other,6000,0
PL-0588,SPRING,Other,15000,0
PL-0589,UNIFORM,Other,4500,0
PL-0590,BOOTS,Other,3500,0
PL-0591,SWEATER,Other,2500,0
PL-0592,RAINCOAT,Other,2500,0
PL-0593,BATTON(RUNGU),Other,1000,0
PL-0594,WHISTLE,Other,500,0
PL-0595,FULL SET SEC UNIFORM,Other,15000,0
PL-0596,CHEF UNIFORM,Other,2800,0
PL-0597,HEAD GEAR,Other,1200,0
PL-0598,POLO TSHIRT,Other,800,0
PL-0599,BRANDED,Other,950,0
PL-0600,GAMES KITS,Other,15000,0
PL-0601,BRANDED SET,Other,20000,0
PL-0602,TRUCKSUITS,Other,3500,0
PL-0603,BIBS SET,Other,3200,0
PL-0604,ADULT SCOUT UNIFORM,Other,7900,0
PL-0605,STUDENT SCOUT UNIFORM,Other,5500,0
PL-0606,PLASTIC TRAY,Other,1500,0
PL-0607,METALLIC TRAY,Other,2500,0
PL-0608,PLASTIC TRASH CAN,Other,500,0
PL-0609,METTALIC TRASH CAN,Other,1000,0
PL-0610,GARBAGE BIN,Other,2000,0
PL-0611,8GB 7 GEN,Other,45000,0
PL-0612,8GB 6 GEN,Other,40000,0
PL-0613,8GB 4 GEN,Other,35000,0
PL-0614,8GB,Other,50000,0
PL-0615,SSD 8TH GEN,Other,45000,0
PL-0616,SSD 7TH GEN,Other,40000,0
PL-0617,SSD 6TH GEN,Other,35000,0
PL-0618,SSD 4 GEN,Other,30000,0
PL-0619,SSD,Other,50000,0
PL-0620,LAPTOP BATTERY,Other,5000,0
PL-0621,LAPTOP ADAPTOR,Other,2000,0
PL-0622,WIRELESS MOUSE,Other,1500,0
PL-0623,WIRED MOUSE,Other,1000,0
PL-0624,WIRE KEYBOARD,Other,1500,0
PL-0625,WIRELESS KEYBOARD,Other,2000,0
PL-0626,FOAM CLEANER,Other,150,0
PL-0627,16GB,Other,1700,0
PL-0628,32GB,Other,2500,0
PL-0629,64GB,Other,3000,0
PL-0630,L3250,Other,40000,0
PL-0631,M3170,Other,70000,0
PL-0632,L850,Other,90000,0
PL-0633,L6490 COLOR,Other,90000,0
PL-0634,3420,Other,37000,0
PL-0635,ECOS3540dn,Other,80000,0
PL-0636,ECOS3560dn,Other,90000,0
PL-0637,ECOS3560,Other,100000,0
PL-0638,TA3511,Other,125000,0
PL-0639,TA4012,Other,135000,0
PL-0640,TA5002,Other,135000,0
PL-0641,TA6002,Other,145000,0
PL-0642,TA3252ci,Other,135000,0
PL-0643,TA4052ci,Other,145000,0
PL-0644,TA5052ci,Other,155000,0
PL-0645,MPC400,Other,100000,0
PL-0646,MPC3503,Other,125000,0
PL-0647,MPC4503,Other,135000,0
PL-0648,MPC5503,Other,145000,0
PL-0649,BIZHUB C368,Other,165000,0
PL-0650,EPSON CO-W01,Computers & IT,75000,0
PL-0651,EPSON EB,Computers & IT,120000,0
PL-0652,ANDROID HPX,Other,40000,0
PL-0653,PROJECTOR STAND,Other,10000,0
PL-0654,PROJECTOR SCREEN,Other,20000,0
PL-0655,PROJECTOR CABLE,Computers & IT,1500,0
PL-0656,POWDER 500GM,Other,1500,0
PL-0657,POWDER 1KG,Other,3000,0
PL-0658,TEACHER TABLE,Other,5000,0
PL-0659,WITH DRAWERS,Other,10000,0
